geoid_tract_20,census_tract_name,depressed_perc,black_non_hisp_perc,white_non_hisp_perc,hispanic_latino_perc,3_plus_cre_risk_factors_perc,below_poverty_level_perc,no_health_insurance_perc,male_perc,female_perc,income_inequality_gini_index,hs_grad_perc,households_no_vehicle_perc,households_w_internet_perc,walkability_score,GEOID,neighborhood_name
11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",21.7,13.0,52.7,22.0,10.28,6.4,5.1,50.2,49.8,0.5071,84.0,35.3,88.0,14.0,11001002702,MOUNT PLEASANT
11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",17.2,48.7,26.9,16.8,20.22,5.1,0.8,48.5,51.5,0.4757,90.4,12.5,84.1,15.16666667,11001002201,PETWORTH
11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",20.8,96.7,0.3,1.3,33.84,35.5,4.5,42.2,57.8,0.5118,76.1,36.9,64.6,13.16666667,11001007808,LINCOLN HEIGHTS
11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",22.4,95.1,1.4,3.0,38.29,36.7,4.6,38.3,61.7,0.4628,76.9,48.9,70.8,14.83333333,11001007304,CONGRESS HEIGHTS/SHIPLEY
11001004400,"Census Tract 44, District of Columbia, District of Columbia",19.7,19.8,64.5,5.3,6.93,6.0,1.8,55.7,44.3,0.4196,95.8,37.8,95.1,16.916666665,11001004400,U ST/PLEASANT
11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",19.7,26.1,61.5,6.8,11.47,8.5,3.6,43.2,56.8,0.492,96.6,38.6,86.9,15.5,11001008402,UNION STATION
11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",23.5,6.1,75.9,9.0,16.96,19.0,2.3,49.4,50.6,0.4899,99.5,16.2,96.8,17.08333333,11001000202,GEORGETOWN
11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",25.2,57.9,21.6,14.6,32.62,39.5,12.3,60.1,39.9,0.5043,85.0,44.7,59.3,17.16666667,11001008803,TRINIDAD
11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",18.1,91.1,3.3,4.2,32.1,9.8,10.2,34.4,65.6,0.4192,84.2,27.5,65.3,14.166666665000001,11001009604,FORT DUPONT
11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",17.6,60.6,11.3,23.8,19.04,12.7,3.9,46.2,53.8,0.4521,84.8,21.9,87.4,14.833333334999999,11001002102,BRIGHTWOOD PARK
11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",20.8,23.6,28.2,36.6,35.24,22.6,14.5,48.4,51.6,0.5151,76.8,56.6,71.5,16.333333335,11001002802,COLUMBIA HEIGHTS
11001010400,"Census Tract 104, District of Columbia, District of Columbia",20.8,93.5,4.0,2.1,46.59,29.6,6.5,44.7,55.3,0.4902,86.6,50.0,76.5,14.416666665000001,11001010400,SAINT ELIZABETHS
11001003000,"Census Tract 30, District of Columbia, District of Columbia",21.6,42.8,38.3,13.6,19.32,23.2,2.4,46.2,53.8,0.506,90.3,41.9,85.6,14.5,11001003000,COLUMBIA HEIGHTS
11001005500,"Census Tract 55, District of Columbia, District of Columbia",20.9,6.6,73.6,10.0,12.82,15.3,0.3,50.9,49.1,0.4853,98.0,51.7,91.7,16.0,11001005500,GEORGETOWN EAST
11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",18.6,83.1,6.7,3.5,30.69,23.4,3.4,44.1,55.9,0.5617,88.7,33.7,76.6,11.66666667,11001007604,NAYLOR/HILLCREST
11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",16.0,70.5,25.1,1.8,23.08,4.5,1.0,44.5,55.5,0.3691,96.2,1.6,84.4,13.5,11001009503,WOODRIDGE
11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",20.2,8.4,67.5,13.7,11.96,7.2,0.0,46.3,53.7,0.533,98.1,9.6,95.9,13.75,11001000802,KENT/PALISADES
11001010500,"Census Tract 105, District of Columbia, District of Columbia",20.2,38.1,44.7,7.4,25.79,26.8,9.2,52.3,47.7,0.4352,89.6,44.5,90.8,14.0,11001010500,SW/WATERFRONT
11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",20.5,2.2,74.4,17.2,12.12,4.3,0.7,43.3,56.7,0.516,99.3,25.8,96.3,14.5,11001000502,WOODLEY PARK
11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",22.3,95.3,1.3,1.5,32.21,33.2,5.5,43.4,56.6,0.5791,90.7,51.0,68.3,12.5,11001007403,DOUGLASS
11001003100,"Census Tract 31, District of Columbia, District of Columbia",18.6,29.3,30.7,28.4,19.23,7.5,1.6,51.0,49.0,0.4259,87.3,37.0,83.0,17.0,11001003100,COLUMBIA HEIGHTS
11001010300,"Census Tract 103, District of Columbia, District of Columbia",18.4,51.3,18.9,26.1,17.79,8.8,2.0,48.1,51.9,0.4383,86.9,18.7,83.5,17.0,11001010300,SHEPHERD PARK
11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",18.7,31.4,50.5,7.0,22.13,9.8,0.4,47.2,52.8,0.4136,95.0,20.4,91.9,13.91666667,11001006801,HILL EAST
11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",19.1,96.7,0.3,1.7,41.27,22.3,7.7,44.1,55.9,0.5019,88.4,43.9,58.8,15.16666667,11001009603,FORT DUPONT
11001004300,"Census Tract 43, District of Columbia, District of Columbia",19.6,16.4,62.6,13.7,17.23,4.8,1.1,45.4,54.6,0.5001,94.5,51.8,83.9,17.083333335,11001004300,U ST/PLEASANT
11001001600,"Census Tract 16, District of Columbia, District of Columbia",15.8,60.4,26.2,7.5,20.24,4.3,1.6,50.0,50.0,0.377,94.4,3.4,90.7,12.583333334999999,11001001600,SHEPHERD PARK
11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",18.2,25.3,66.5,3.8,9.61,4.3,5.3,46.7,53.3,0.3518,99.5,12.4,97.7,14.75,11001006802,HILL EAST
11001011000,"Census Tract 110, District of Columbia, District of Columbia",17.5,26.9,58.3,10.6,18.36,6.3,1.0,40.7,59.3,0.4087,95.2,32.6,84.1,12.666666665000001,11001011000,SW/WATERFRONT
11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",17.8,53.8,16.8,25.4,15.98,5.8,8.3,52.8,47.2,0.4495,89.9,30.4,76.7,13.0,11001002202,PETWORTH
11001001500,"Census Tract 15, District of Columbia, District of Columbia",17.9,9.9,78.1,7.1,9.56,2.9,1.1,53.1,46.9,0.4256,98.5,0.7,95.1,12.66666667,11001001500,BARNABY WOODS
11001001100,"Census Tract 11, District of Columbia, District of Columbia",18.7,4.9,78.8,7.1,11.52,3.8,2.3,44.0,56.0,0.5019,99.3,24.1,88.2,17.75,11001001100,TENLEYTOWN
11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",23.6,8.1,65.1,13.0,16.71,13.2,2.8,37.9,62.1,0.4118,94.5,41.8,86.5,12.33333333,11001000702,CATHEDRAL HEIGHTS
11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",16.4,76.2,11.4,9.3,23.28,7.2,5.3,48.0,52.0,0.4444,92.3,19.6,79.9,15.5,11001009505,LAMOND RIGGS
11001007200,"Census Tract 72, District of Columbia, District of Columbia",19.6,20.7,64.8,6.0,6.92,6.0,1.5,48.0,52.0,0.3653,96.7,33.9,94.0,16.83333333,11001007200,SW/WATERFRONT
11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",21.3,96.0,2.6,1.1,36.65,32.6,4.7,35.7,64.3,0.5222,82.8,39.1,59.4,13.0,11001009601,EASTLAND GARDENS
11001003900,"Census Tract 39, District of Columbia, District of Columbia",21.0,10.3,67.9,11.1,7.84,3.4,2.4,48.6,51.4,0.3556,95.0,56.4,95.0,14.833333334999999,11001003900,ADAMS MORGAN
11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",17.7,46.8,31.3,14.5,19.89,14.7,0.8,47.0,53.0,0.4298,94.6,18.8,87.2,16.08333333,11001009504,MICHIGAN PARK
11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",19.2,93.0,3.2,1.2,27.59,14.6,0.7,38.5,61.5,0.4393,88.1,15.1,82.7,13.333333334999999,11001009903,MARSHALL HEIGHTS
11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",19.9,93.0,1.4,0.8,40.91,26.7,5.1,48.8,51.2,0.5155,82.1,50.1,58.5,14.0,11001007804,LINCOLN HEIGHTS
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",18.2,36.2,48.3,6.9,11.04,8.2,0.9,46.4,53.6,0.3964,94.9,17.4,87.1,14.83333333,11001003301,BLOOMINGDALE
11001003700,"Census Tract 37, District of Columbia, District of Columbia",21.3,31.3,38.7,22.2,21.24,17.2,5.0,50.2,49.8,0.4941,87.3,49.5,86.9,14.66666667,11001003700,SOUTH COLUMBIA HEIGHTS
11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",19.3,6.4,64.8,16.0,9.35,5.6,2.7,45.7,54.3,0.5213,97.1,22.1,97.3,16.916666665,11001001401,CHEVY CHASE
11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",21.3,97.0,1.5,0.4,18.67,32.6,5.2,42.3,57.7,0.6306,91.1,48.7,77.3,12.5,11001009803,CONGRESS HEIGHTS/SHIPLEY
11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",20.0,94.8,0.5,2.5,36.42,19.1,2.8,40.5,59.5,0.4199,87.4,34.0,67.5,13.66666667,11001007807,LINCOLN HEIGHTS
11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",19.5,80.4,8.8,7.8,45.29,49.4,7.1,87.0,13.0,0.2843,74.7,0.0,100.0,11.83333333,11001006804,STADIUM ARMORY
11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",23.2,90.0,0.2,5.5,34.71,27.2,5.4,38.5,61.5,0.4904,80.6,46.6,72.3,12.33333333,11001007409,DOUGLASS
11001008100,"Census Tract 81, District of Columbia, District of Columbia",20.7,9.2,75.4,8.4,8.72,1.0,2.9,48.7,51.3,0.3957,99.0,13.2,89.6,14.66666667,11001008100,KINGMAN PARK
11001003600,"Census Tract 36, District of Columbia, District of Columbia",19.7,27.8,45.4,14.9,13.63,16.5,6.7,52.5,47.5,0.4719,89.1,46.9,85.8,14.16666667,11001003600,SOUTH COLUMBIA HEIGHTS
11001006500,"Census Tract 65, District of Columbia, District of Columbia",22.1,11.8,66.0,20.0,13.02,18.8,3.7,48.0,52.0,0.4449,98.3,26.2,94.5,16.5,11001006500,CAPITOL HILL
11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",20.3,60.7,6.4,28.5,31.8,21.8,8.9,45.0,55.0,0.5162,79.1,32.7,70.0,14.0,11001001804,BRIGHTWOOD
11001003400,"Census Tract 34, District of Columbia, District of Columbia",21.9,57.9,31.3,4.0,28.13,14.7,1.1,40.1,59.9,0.5108,90.9,42.6,69.1,16.583333335,11001003400,U ST/PLEASANT
11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",20.6,10.3,80.1,5.8,5.73,5.4,2.3,50.9,49.1,0.3705,98.0,27.7,94.4,14.416666665000001,11001008301,UNION STATION
11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",20.9,5.3,77.0,8.8,10.35,1.7,0.4,54.6,45.4,0.3969,95.3,55.4,91.3,14.833333334999999,11001004201,ADAMS MORGAN
11001010200,"Census Tract 102, District of Columbia, District of Columbia",18.3,23.3,55.1,8.2,14.44,6.0,0.4,49.3,50.7,0.4163,98.2,34.3,95.6,15.83333333,11001010200,SW/WATERFRONT
11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",17.8,76.1,7.3,10.8,39.51,13.1,2.8,46.9,53.1,0.5102,93.0,38.6,76.3,13.0,11001009508,LAMOND RIGGS
11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",23.0,95.7,0.0,0.0,40.89,44.9,2.1,45.2,54.8,0.4753,81.7,61.5,54.2,11.2499999985,11001007708,FORT DUPONT
11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",17.6,68.8,21.9,5.1,17.0,16.5,4.1,46.6,53.4,0.4151,92.2,19.6,86.6,14.66666667,11001007903,KINGMAN PARK
11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",19.1,26.3,62.2,4.5,8.52,3.9,0.5,47.2,52.8,0.3434,96.6,13.4,97.7,15.0,11001008001,KINGMAN PARK
11001000400,"Census Tract 4, District of Columbia, District of Columbia",19.9,2.2,73.1,14.9,17.24,10.4,1.3,44.6,55.4,0.5872,92.9,21.5,91.4,16.0,11001000400,WOODLEY PARK
11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",20.2,40.7,11.4,35.9,31.95,13.2,5.0,46.9,53.1,0.4935,77.9,27.7,80.6,13.916666665000001,11001002001,16th ST HEIGHTS
11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",22.2,91.9,1.6,4.8,30.67,34.3,9.7,42.6,57.4,0.4713,76.4,53.5,52.4,12.66666667,11001009801,WASHINGTON HIGHLANDS
24033803602,"Census Tract 8036.02, Prince George's County, Maryland",12.5,85.7,0.8,12.7,25.97,11.3,4.2,41.1,58.9,0.411,91.4,7.4,89.4,12.08333333,,
24033800515,"Census Tract 8005.15, Prince George's County, Maryland",12.8,59.3,27.1,8.6,16.84,3.9,6.9,43.5,56.5,0.3131,96.0,7.1,95.4,13.0,,
24033800214,"Census Tract 8002.14, Prince George's County, Maryland",13.4,69.1,20.6,5.6,27.71,1.9,7.0,51.9,48.1,0.3861,93.0,1.2,86.5,10.7500000015,,
24033801708,"Census Tract 8017.08, Prince George's County, Maryland",13.7,71.5,1.1,15.1,22.61,13.6,13.7,44.3,55.7,0.366,87.8,14.9,80.9,14.16666667,,
24033803200,"Census Tract 8032, Prince George's County, Maryland",13.8,77.2,0.7,19.3,30.94,11.8,14.1,48.8,51.2,0.3516,85.1,20.0,85.4,12.0,,
24033800511,"Census Tract 8005.11, Prince George's County, Maryland",13.4,55.5,26.8,3.1,18.62,3.0,4.3,46.3,53.7,0.3473,97.6,2.5,91.7,12.08333333,,
24033802600,"Census Tract 8026, Prince George's County, Maryland",13.5,81.4,3.3,14.2,20.04,16.5,14.6,52.8,47.2,0.3939,84.6,19.7,77.4,13.5,,
24033802201,"Census Tract 8022.01, Prince George's County, Maryland",13.1,73.0,6.0,15.4,15.56,7.6,10.2,42.5,57.5,0.3369,90.3,2.7,79.5,5.5,,
24033801211,"Census Tract 8012.11, Prince George's County, Maryland",12.5,76.7,11.8,7.6,13.88,8.9,4.1,47.1,52.9,0.2989,90.0,0.0,89.3,11.916666665000001,,
24033801307,"Census Tract 8013.07, Prince George's County, Maryland",10.8,69.0,8.6,13.3,14.63,5.6,2.6,52.2,47.8,0.3553,95.2,4.1,94.5,12.916666665000001,,
24033801005,"Census Tract 8010.05, Prince George's County, Maryland",12.2,79.3,11.7,2.3,18.91,2.2,4.0,52.0,48.0,0.2907,94.7,3.1,95.3,4.75,,
24033802804,"Census Tract 8028.04, Prince George's County, Maryland",13.1,92.0,1.3,2.5,34.33,9.4,3.3,42.1,57.9,0.3559,90.3,10.2,78.4,9.5,,
24033801207,"Census Tract 8012.07, Prince George's County, Maryland",12.0,73.3,14.4,7.4,16.93,4.1,8.5,47.6,52.4,0.346,93.7,0.0,93.2,5.0,,
24033801215,"Census Tract 8012.15, Prince George's County, Maryland",12.4,82.0,7.8,6.4,11.98,3.9,7.7,49.4,50.6,0.3304,94.6,0.0,96.5,4.333333333,,
24033802501,"Census Tract 8025.01, Prince George's County, Maryland",13.6,88.8,2.3,5.3,26.19,6.8,4.5,41.9,58.1,0.3394,90.7,25.2,75.0,13.916666665000001,,
24033800507,"Census Tract 8005.07, Prince George's County, Maryland",12.6,56.2,27.7,3.5,12.87,0.2,4.0,50.5,49.5,0.3622,97.1,0.5,97.5,6.5,,
24033800209,"Census Tract 8002.09, Prince George's County, Maryland",14.4,47.9,5.9,38.4,20.93,11.7,21.5,52.3,47.7,0.3451,75.7,5.6,84.2,10.333333334999999,,
24033801104,"Census Tract 8011.04, Prince George's County, Maryland",16.9,15.0,52.4,20.0,5.68,5.4,0.0,53.5,46.5,0.3226,98.8,2.9,92.3,7.833333333,,
24033800103,"Census Tract 8001.03, Prince George's County, Maryland",14.3,44.5,29.2,17.4,25.19,7.9,10.5,50.1,49.9,0.4259,83.7,9.8,78.1,17.166666665,,
24033802805,"Census Tract 8028.05, Prince George's County, Maryland",12.5,85.6,3.0,6.3,19.88,9.5,8.8,46.5,53.5,0.404,88.3,7.7,88.5,10.5,,
24033800203,"Census Tract 8002.03, Prince George's County, Maryland",14.1,17.1,50.3,15.3,20.68,9.1,4.0,46.5,53.5,0.3808,95.2,1.6,90.8,6.25,,
24033801704,"Census Tract 8017.04, Prince George's County, Maryland",13.7,87.0,4.1,6.2,29.69,13.1,8.3,48.1,51.9,0.3894,85.4,24.1,78.8,11.0,,
24033800505,"Census Tract 8005.05, Prince George's County, Maryland",13.9,23.4,56.3,11.1,16.69,3.4,3.4,47.9,52.1,0.309,94.9,2.1,96.6,12.08333333,,
24033802405,"Census Tract 8024.05, Prince George's County, Maryland",13.0,91.6,1.5,4.8,21.44,3.6,8.7,48.4,51.6,0.44,92.8,13.9,78.9,10.4999999985,,
24033801407,"Census Tract 8014.07, Prince George's County, Maryland",12.3,74.8,4.7,16.5,21.85,3.7,10.8,46.0,54.0,0.3493,85.7,0.7,92.2,7.0833333335,,
24033801805,"Census Tract 8018.05, Prince George's County, Maryland",12.9,90.8,5.3,1.1,32.39,6.5,7.5,48.0,52.0,0.3309,94.3,33.1,76.7,14.66666667,,
24033800605,"Census Tract 8006.05, Prince George's County, Maryland",11.9,85.1,9.9,1.9,10.66,0.5,2.0,57.5,42.5,0.3188,90.7,1.9,92.1,7.25,,
24033803002,"Census Tract 8030.02, Prince George's County, Maryland",12.2,89.3,1.1,7.0,38.49,7.1,5.2,47.1,52.9,0.354,91.4,8.0,82.1,12.583333334999999,,
24033800517,"Census Tract 8005.17, Prince George's County, Maryland",11.1,81.7,8.9,3.1,11.3,1.4,6.2,47.4,52.6,0.2938,96.0,0.9,97.7,6.25,,
24033801907,"Census Tract 8019.07, Prince George's County, Maryland",12.3,87.4,4.3,7.1,36.69,5.9,5.6,47.6,52.4,0.4856,86.2,19.6,73.9,11.916666665000001,,
24033802104,"Census Tract 8021.04, Prince George's County, Maryland",13.7,84.2,3.8,9.9,23.9,12.8,6.0,39.4,60.6,0.4039,84.0,18.7,71.7,10.5,,
24033801302,"Census Tract 8013.02, Prince George's County, Maryland",13.1,44.6,36.1,5.5,17.19,6.2,2.9,57.3,42.7,0.3645,91.5,1.7,88.7,5.083333333,,
24033801808,"Census Tract 8018.08, Prince George's County, Maryland",13.4,83.9,3.6,9.6,20.94,15.9,7.5,44.5,55.5,0.3733,85.9,11.9,80.9,12.33333333,,
24033800607,"Census Tract 8006.07, Prince George's County, Maryland",11.6,85.8,3.6,3.0,15.41,2.7,4.3,49.7,50.3,0.353,95.3,2.3,96.0,6.166666667,,
24033800409,"Census Tract 8004.09, Prince George's County, Maryland",12.8,51.2,25.6,8.4,13.04,1.5,2.1,45.7,54.3,0.3518,95.2,3.1,92.2,6.5,,
24033800601,"Census Tract 8006.01, Prince George's County, Maryland",12.0,79.5,6.9,10.7,16.0,2.2,5.8,41.1,58.9,0.367,92.7,4.5,88.8,4.5,,
24033800707,"Census Tract 8007.07, Prince George's County, Maryland",12.3,66.0,11.3,16.8,28.93,3.8,7.2,44.4,55.6,0.4107,90.6,6.6,85.0,5.0,,
24033801905,"Census Tract 8019.05, Prince George's County, Maryland",12.2,76.5,10.8,6.0,23.26,3.1,4.4,42.2,57.8,0.346,95.1,6.0,89.2,13.416666665000001,,
24033803527,"Census Tract 8035.27, Prince George's County, Maryland",12.1,94.6,2.0,1.5,21.2,4.6,4.7,43.6,56.4,0.3254,94.4,3.3,94.6,13.75,,
24033800520,"Census Tract 8005.20, Prince George's County, Maryland",12.7,81.6,3.3,5.1,36.54,8.2,5.6,44.2,55.8,0.4749,90.5,15.1,81.6,14.5,,
24033802103,"Census Tract 8021.03, Prince George's County, Maryland",12.6,80.8,5.7,8.7,23.96,4.8,5.9,48.8,51.2,0.3669,91.7,2.2,87.2,15.583333329999999,,
24033800705,"Census Tract 8007.05, Prince George's County, Maryland",12.2,78.5,8.9,4.9,12.23,2.7,2.1,42.4,57.6,0.3404,94.8,4.9,95.9,5.75,,
24033801309,"Census Tract 8013.09, Prince George's County, Maryland",11.5,67.9,20.7,1.6,15.28,2.3,2.2,48.5,51.5,0.3592,94.7,0.0,94.7,6.916666665,,
24033800608,"Census Tract 8006.08, Prince George's County, Maryland",11.5,87.7,4.6,4.4,12.65,2.2,0.5,49.8,50.2,0.2811,98.0,3.2,94.8,7.25,,
24033803402,"Census Tract 8034.02, Prince George's County, Maryland",14.4,86.4,1.3,8.0,28.05,17.9,1.6,38.6,61.4,0.3951,85.7,16.4,76.9,12.33333333,,
24033803607,"Census Tract 8036.07, Prince George's County, Maryland",13.0,57.0,9.4,27.1,28.16,7.9,15.3,47.4,52.6,0.3411,78.4,3.6,87.9,12.5,,
24033803509,"Census Tract 8035.09, Prince George's County, Maryland",14.5,73.1,2.6,18.2,29.11,15.9,21.3,46.3,53.7,0.5023,80.5,17.2,80.0,13.083333334999999,,
24033801404,"Census Tract 8014.04, Prince George's County, Maryland",11.4,54.6,18.0,10.5,21.57,5.2,8.0,45.1,54.9,0.4131,93.8,2.4,90.3,11.83333333,,
24033800518,"Census Tract 8005.18, Prince George's County, Maryland",10.8,81.3,12.2,0.6,14.08,3.2,3.1,48.7,51.3,0.4293,97.9,1.3,94.8,6.0,,
24033801701,"Census Tract 8017.01, Prince George's County, Maryland",13.0,85.6,2.0,8.4,21.48,13.7,6.3,46.8,53.2,0.3711,93.0,12.5,88.6,10.0833333335,,
24033800402,"Census Tract 8004.02, Prince George's County, Maryland",14.0,25.4,49.1,14.6,17.46,4.6,4.2,44.7,55.3,0.3707,93.7,6.0,93.9,13.58333333,,
24033802901,"Census Tract 8029.01, Prince George's County, Maryland",13.7,79.5,3.9,16.4,21.42,23.4,3.9,44.4,55.6,0.4822,84.2,22.4,78.5,16.0,,
24033800704,"Census Tract 8007.04, Prince George's County, Maryland",13.0,81.5,9.9,2.7,13.85,10.7,4.4,45.6,54.4,0.3878,97.8,5.3,92.2,4.666666667,,
24033801216,"Census Tract 8012.16, Prince George's County, Maryland",11.8,82.7,4.1,10.4,17.32,0.9,3.2,42.9,57.1,0.3512,95.1,1.4,92.8,6.333333333,,
24033801208,"Census Tract 8012.08, Prince George's County, Maryland",12.1,86.7,5.4,1.7,14.31,1.4,2.4,42.7,57.3,0.2817,95.1,2.3,91.8,4.833333333500001,,
24033800208,"Census Tract 8002.08, Prince George's County, Maryland",12.5,63.9,15.4,10.1,10.66,5.7,8.3,48.8,51.2,0.361,94.0,3.5,90.9,5.666666667,,
24033803524,"Census Tract 8035.24, Prince George's County, Maryland",12.9,89.8,2.4,6.4,17.41,15.6,9.1,43.7,56.3,0.3607,94.3,6.7,88.1,10.833333334999999,,
24033800108,"Census Tract 8001.08, Prince George's County, Maryland",13.3,60.5,13.5,16.2,19.51,10.3,12.3,46.0,54.0,0.3834,97.3,5.8,92.0,18.833333335,,
24033801214,"Census Tract 8012.14, Prince George's County, Maryland",13.0,68.1,14.8,13.0,22.56,6.2,6.8,51.3,48.7,0.4443,87.4,8.3,73.1,7.0833333335,,
24033803521,"Census Tract 8035.21, Prince George's County, Maryland",10.7,83.6,8.5,1.7,18.44,6.2,5.4,45.2,54.8,0.37,95.0,6.2,90.2,10.0,,
24033800413,"Census Tract 8004.13, Prince George's County, Maryland",13.0,85.7,3.7,3.9,14.0,9.9,9.4,43.1,56.9,0.3392,93.7,11.4,92.2,11.8333333335,,
24033803520,"Census Tract 8035.20, Prince George's County, Maryland",11.3,79.3,3.8,7.9,16.77,2.9,4.4,51.1,48.9,0.2695,92.7,2.0,98.2,5.666666667,,
24033803522,"Census Tract 8035.22, Prince George's County, Maryland",12.0,88.2,6.7,2.1,24.27,5.0,1.9,39.8,60.2,0.3114,95.8,1.8,96.0,12.66666667,,
24033801409,"Census Tract 8014.09, Prince George's County, Maryland",12.6,60.1,3.1,35.3,20.77,13.0,12.6,48.6,51.4,0.3165,76.5,6.4,82.5,10.3333333335,,
24033801003,"Census Tract 8010.03, Prince George's County, Maryland",13.2,76.1,11.9,6.1,20.92,3.7,2.5,52.2,47.8,0.3686,94.6,0.7,89.0,7.166666667,,
24033802001,"Census Tract 8020.01, Prince George's County, Maryland",14.0,73.1,3.0,20.8,18.83,5.9,15.3,48.5,51.5,0.3438,77.5,22.5,70.1,10.5,,
24033800212,"Census Tract 8002.12, Prince George's County, Maryland",11.2,50.4,18.8,7.9,25.91,4.7,3.4,46.0,54.0,0.3717,93.6,1.8,92.9,13.0,,
24033801500,"Census Tract 8015, Prince George's County, Maryland",12.8,66.6,3.4,25.7,29.36,4.6,12.4,46.6,53.4,0.2925,85.1,2.0,86.4,13.333333334999999,,
24033800109,"Census Tract 8001.09, Prince George's County, Maryland",14.5,41.4,20.0,34.6,14.72,9.4,11.7,53.2,46.8,0.4186,83.3,12.1,86.2,13.66666667,,
24033803513,"Census Tract 8035.13, Prince George's County, Maryland",12.1,89.7,1.5,5.0,17.07,2.7,4.9,45.3,54.7,0.3316,95.7,2.7,93.5,11.83333333,,
24033800900,"Census Tract 8009, Prince George's County, Maryland",14.4,48.5,31.5,0.1,30.12,4.4,1.2,52.8,47.2,0.4069,85.9,2.6,65.7,3.6666666670000003,,
24033802204,"Census Tract 8022.04, Prince George's County, Maryland",12.2,89.7,2.6,7.0,17.91,7.4,4.6,40.9,59.1,0.3069,92.7,7.3,82.3,7.583333333500001,,
