geoid_tract_20,census_tract_name,depressed_perc,black_non_hisp_perc,white_non_hisp_perc,hispanic_latino_perc,3_plus_cre_risk_factors_perc,below_poverty_level_perc,no_health_insurance_perc,male_perc,female_perc,income_inequality_gini_index,hs_grad_perc,households_no_vehicle_perc,households_w_internet_perc,walkability_score,GEOID,neighborhood_name
24033803300,"Census Tract 8033, Prince George's County, Maryland",13.0,70.0,1.1,23.2,19.92,7.0,9.2,50.4,49.6,0.3778,83.7,9.6,86.9,14.083333334999999,,
24033802407,"Census Tract 8024.07, Prince George's County, Maryland",13.2,91.2,3.1,0.9,26.85,8.7,5.3,41.9,58.1,0.3928,91.5,20.8,71.3,14.25,,
24033802404,"Census Tract 8024.04, Prince George's County, Maryland",14.8,87.9,1.3,5.7,31.47,19.5,9.0,38.5,61.5,0.4312,88.0,22.3,72.2,11.0,,
24033801405,"Census Tract 8014.05, Prince George's County, Maryland",12.4,47.4,7.1,30.6,23.93,10.3,13.3,49.4,50.6,0.3808,80.5,12.3,83.0,15.583333335,,
24033800215,"Census Tract 8002.15, Prince George's County, Maryland",13.2,73.6,10.4,9.3,16.98,1.5,1.6,48.4,51.6,0.3225,97.0,2.7,95.7,9.9166666665,,
24033802406,"Census Tract 8024.06, Prince George's County, Maryland",13.2,91.2,2.2,4.0,23.01,14.0,8.4,45.0,55.0,0.3725,91.8,7.9,80.1,12.5,,
24033801410,"Census Tract 8014.10, Prince George's County, Maryland",11.4,63.3,4.6,12.3,25.6,7.0,11.1,49.4,50.6,0.3513,89.3,0.0,92.2,10.1666666685,,
24033801702,"Census Tract 8017.02, Prince George's County, Maryland",13.8,81.7,1.3,15.0,22.36,9.1,13.3,40.6,59.4,0.3495,88.3,15.9,84.0,10.5000000015,,
24033801906,"Census Tract 8019.06, Prince George's County, Maryland",13.9,62.8,21.3,10.3,12.28,5.4,4.1,38.3,61.7,0.3546,80.2,11.7,69.1,11.083333334999999,,
24033801004,"Census Tract 8010.04, Prince George's County, Maryland",12.5,73.7,14.3,3.7,15.33,2.9,3.4,49.6,50.4,0.3308,95.5,1.6,86.1,5.916666666499999,,
24033801213,"Census Tract 8012.13, Prince George's County, Maryland",12.2,80.5,3.3,14.8,24.72,3.1,4.2,48.2,51.8,0.3354,93.2,3.0,94.5,7.083333333000001,,
24033801807,"Census Tract 8018.07, Prince George's County, Maryland",12.6,94.8,1.0,3.3,24.9,9.6,4.9,43.8,56.2,0.3495,88.2,15.6,89.3,9.333333333,,
24033803605,"Census Tract 8036.05, Prince George's County, Maryland",13.0,43.2,11.2,36.2,11.67,4.0,14.5,48.3,51.7,0.3419,77.7,5.4,90.6,13.833333334999999,,
24033800412,"Census Tract 8004.12, Prince George's County, Maryland",12.6,59.0,8.5,21.4,25.28,2.8,8.2,46.8,53.2,0.3667,90.9,9.6,84.5,11.833333334999999,,
24033801706,"Census Tract 8017.06, Prince George's County, Maryland",13.0,81.9,4.5,11.0,20.29,7.8,9.4,49.0,51.0,0.4397,90.6,5.8,84.9,10.33333333,,
24033801210,"Census Tract 8012.10, Prince George's County, Maryland",12.5,80.1,4.5,8.3,14.79,9.6,7.2,51.4,48.6,0.4624,91.5,1.6,95.6,4.75,,
24033800606,"Census Tract 8006.06, Prince George's County, Maryland",13.1,85.4,8.4,1.4,17.12,3.1,3.6,47.6,52.4,0.3107,98.8,4.7,87.0,8.166666667,,
24033801801,"Census Tract 8018.01, Prince George's County, Maryland",13.5,95.8,0.5,2.0,13.98,16.2,9.0,46.3,53.7,0.37,95.6,14.3,85.2,15.5,,
24033802502,"Census Tract 8025.02, Prince George's County, Maryland",13.0,90.9,1.4,6.9,21.78,11.2,8.2,44.4,55.6,0.3587,84.7,10.3,81.8,14.416666670000001,,
24033800411,"Census Tract 8004.11, Prince George's County, Maryland",12.3,60.0,22.4,7.4,27.82,7.3,4.0,43.7,56.3,0.361,91.5,6.4,97.5,6.166666666499999,,
24033801212,"Census Tract 8012.12, Prince George's County, Maryland",12.0,83.0,10.3,5.9,18.21,5.9,5.8,50.3,49.7,0.3147,89.8,0.8,87.8,13.916666665000001,,
24033803100,"Census Tract 8031, Prince George's County, Maryland",12.9,78.5,3.1,14.1,31.08,14.8,6.7,47.0,53.0,0.4874,87.2,17.8,73.1,12.833333334999999,,
24033800105,"Census Tract 8001.05, Prince George's County, Maryland",13.6,61.5,16.1,12.2,13.9,8.7,7.1,50.6,49.4,0.359,89.3,5.4,93.4,11.5,,
24033800513,"Census Tract 8005.13, Prince George's County, Maryland",13.2,46.6,39.3,4.2,11.4,1.2,2.7,51.3,48.7,0.3081,95.0,1.9,98.4,10.1666666665,,
24033803601,"Census Tract 8036.01, Prince George's County, Maryland",11.3,79.8,1.1,17.5,19.72,4.5,7.4,53.2,46.8,0.2733,89.1,2.9,96.7,8.4166666665,,
24033801707,"Census Tract 8017.07, Prince George's County, Maryland",14.6,59.8,1.6,35.2,32.76,8.1,22.1,49.6,50.4,0.3471,66.5,20.2,74.3,10.66666667,,
24033800509,"Census Tract 8005.09, Prince George's County, Maryland",11.2,90.2,2.3,1.8,15.36,4.3,1.9,46.7,53.3,0.3776,97.6,4.8,89.9,8.1666666665,,
24033801312,"Census Tract 8013.12, Prince George's County, Maryland",12.3,64.5,6.5,21.1,17.43,6.2,5.2,50.5,49.5,0.3468,83.0,0.8,91.8,12.33333333,,
24033802107,"Census Tract 8021.07, Prince George's County, Maryland",14.4,92.7,2.2,4.1,27.7,7.3,3.9,47.9,52.1,0.3485,88.5,15.2,82.9,9.5,,
24033802700,"Census Tract 8027, Prince George's County, Maryland",13.3,76.6,3.5,17.3,25.51,12.9,16.4,43.0,57.0,0.4229,76.9,15.4,65.9,15.0,,
24033802106,"Census Tract 8021.06, Prince George's County, Maryland",14.3,93.0,0.4,4.1,20.05,11.6,9.3,44.8,55.2,0.3818,93.3,18.2,89.4,8.333333333,,
24033801901,"Census Tract 8019.01, Prince George's County, Maryland",12.2,78.0,8.7,10.6,16.58,4.6,8.0,45.1,54.9,0.3727,94.4,2.4,87.1,8.333333334999999,,
24033801308,"Census Tract 8013.08, Prince George's County, Maryland",11.2,73.2,6.2,8.8,15.43,3.0,7.8,52.4,47.6,0.2843,97.9,0.0,89.3,10.75,,
24033801802,"Census Tract 8018.02, Prince George's County, Maryland",13.1,91.1,1.3,5.8,31.81,9.8,4.7,47.7,52.3,0.3723,95.6,28.9,81.9,16.0,,
24033800408,"Census Tract 8004.08, Prince George's County, Maryland",12.1,68.8,13.9,5.1,13.63,4.0,6.0,51.6,48.4,0.3237,91.7,0.8,97.8,5.5,,
24033803508,"Census Tract 8035.08, Prince George's County, Maryland",14.2,75.9,9.8,13.4,37.42,24.4,16.2,48.4,51.6,0.368,81.7,7.4,82.3,13.83333333,,
24033803001,"Census Tract 8030.01, Prince George's County, Maryland",12.6,83.7,1.1,10.6,28.24,7.5,9.5,44.1,55.9,0.3695,84.6,4.9,78.1,14.333333334999999,,
24033800516,"Census Tract 8005.16, Prince George's County, Maryland",12.8,65.0,17.5,7.5,21.04,5.0,3.0,42.3,57.7,0.3681,96.5,5.9,89.3,15.416666665,,
24033800210,"Census Tract 8002.10, Prince George's County, Maryland",15.0,74.8,9.0,13.2,20.93,8.6,9.5,51.8,48.2,0.4696,88.4,8.8,83.3,12.25,,
24033800706,"Census Tract 8007.06, Prince George's County, Maryland",11.9,78.5,11.2,2.0,14.79,11.1,3.6,46.6,53.4,0.2821,93.3,0.0,96.9,5.5,,
24033800604,"Census Tract 8006.04, Prince George's County, Maryland",13.2,85.5,3.0,6.8,25.45,17.0,10.8,44.5,55.5,0.4099,92.2,3.0,89.4,3.166666667,,
24033803526,"Census Tract 8035.26, Prince George's County, Maryland",11.8,93.2,2.3,1.5,23.65,5.1,4.3,41.6,58.4,0.3797,96.2,4.4,93.6,11.75,,
24033801305,"Census Tract 8013.05, Prince George's County, Maryland",12.1,65.5,5.2,14.5,12.85,10.0,8.1,50.7,49.3,0.303,89.9,2.5,92.3,10.5,,
24033801217,"Census Tract 8012.17, Prince George's County, Maryland",11.7,74.4,7.3,11.8,24.5,5.2,3.8,49.8,50.2,0.3473,93.6,6.2,86.3,8.833333334999999,,
24033800102,"Census Tract 8001.02, Prince George's County, Maryland",14.8,37.5,53.0,7.6,28.48,5.6,11.8,51.9,48.1,0.4711,85.5,10.4,85.8,17.33333333,,
24033800211,"Census Tract 8002.11, Prince George's County, Maryland",13.4,67.0,15.5,8.0,24.46,11.0,5.4,42.0,58.0,0.4406,89.5,16.4,79.9,11.5,,
24033803519,"Census Tract 8035.19, Prince George's County, Maryland",12.1,91.6,2.9,3.5,21.33,1.4,2.5,43.4,56.6,0.3026,92.9,3.9,94.1,10.66666667,,
24033803512,"Census Tract 8035.12, Prince George's County, Maryland",12.3,78.4,8.4,6.5,14.69,9.8,6.8,48.9,51.1,0.3562,91.7,1.2,95.3,4.0,,
24033801904,"Census Tract 8019.04, Prince George's County, Maryland",13.2,78.5,11.7,4.1,19.34,8.6,6.1,44.6,55.4,0.4264,89.2,15.7,74.3,12.3333333315,,
24033801310,"Census Tract 8013.10, Prince George's County, Maryland",12.1,70.4,17.9,1.9,13.59,2.7,3.0,46.1,53.9,0.3351,95.1,1.5,93.5,6.5,,
24033800213,"Census Tract 8002.13, Prince George's County, Maryland",12.9,44.7,15.6,22.5,15.82,6.5,10.8,45.3,54.7,0.4182,87.7,3.0,92.3,16.66666667,,
24033803523,"Census Tract 8035.23, Prince George's County, Maryland",11.3,91.7,3.0,3.9,27.45,6.0,5.3,50.1,49.9,0.3473,95.1,0.0,97.9,7.3333333335,,
24033801408,"Census Tract 8014.08, Prince George's County, Maryland",13.3,85.7,3.5,1.1,18.55,12.3,3.9,52.2,47.8,0.35,90.4,8.9,90.5,10.166666665000001,,
24033800701,"Census Tract 8007.01, Prince George's County, Maryland",11.8,87.8,4.2,5.6,10.89,2.5,2.9,45.5,54.5,0.2764,94.5,0.0,99.0,6.416666666499999,,
24033801804,"Census Tract 8018.04, Prince George's County, Maryland",12.2,85.0,3.4,9.9,31.27,11.4,12.2,52.8,47.2,0.3707,86.5,7.1,80.7,12.41666667,,
24033800206,"Census Tract 8002.06, Prince George's County, Maryland",12.9,64.7,17.6,10.6,18.0,4.7,6.4,46.3,53.7,0.3739,92.7,4.2,91.7,10.4166666685,,
24033800504,"Census Tract 8005.04, Prince George's County, Maryland",13.8,25.0,52.0,15.3,16.3,3.4,4.3,46.3,53.7,0.3311,96.8,2.5,96.1,11.66666667,,
24033801313,"Census Tract 8013.13, Prince George's County, Maryland",11.8,67.5,7.3,15.2,14.76,2.6,7.8,52.8,47.2,0.3678,89.8,12.1,90.2,8.6666666665,,
24033803514,"Census Tract 8035.14, Prince George's County, Maryland",12.0,92.4,2.4,0.0,18.74,6.8,6.3,43.5,56.5,0.3431,97.4,17.6,82.7,14.333333334999999,,
24033801600,"Census Tract 8016, Prince George's County, Maryland",13.6,86.3,3.5,5.2,24.57,10.3,9.4,33.0,67.0,0.3174,86.1,15.5,73.8,13.33333333,,
24033802002,"Census Tract 8020.02, Prince George's County, Maryland",12.8,91.3,1.6,5.8,19.27,4.4,7.2,43.7,56.3,0.3331,92.9,11.7,84.4,13.5,,
24033803516,"Census Tract 8035.16, Prince George's County, Maryland",12.3,87.5,6.9,1.2,17.87,4.4,1.7,42.7,57.3,0.3014,96.1,1.8,94.7,10.7500000015,,
24033800514,"Census Tract 8005.14, Prince George's County, Maryland",11.1,75.3,9.1,3.1,7.73,1.9,4.5,47.3,52.7,0.3099,98.1,0.4,99.4,9.166666667,,
24033800410,"Census Tract 8004.10, Prince George's County, Maryland",13.4,60.4,22.5,6.8,14.27,2.9,3.2,49.0,51.0,0.3154,94.4,0.5,98.5,5.5,,
24033801006,"Census Tract 8010.06, Prince George's County, Maryland",12.8,86.2,5.7,3.0,21.44,6.2,3.2,43.3,56.7,0.3582,95.1,2.5,97.0,5.75,,
24033800401,"Census Tract 8004.01, Prince George's County, Maryland",14.2,25.0,57.2,8.7,9.2,3.9,4.1,45.3,54.7,0.3019,93.1,0.6,98.1,9.833333333,,
24033802301,"Census Tract 8023.01, Prince George's County, Maryland",12.9,79.8,2.1,15.0,16.25,9.6,10.1,54.1,45.9,0.3647,83.6,3.7,89.9,14.16666667,,
24033800106,"Census Tract 8001.06, Prince George's County, Maryland",12.8,66.5,17.4,4.1,15.96,9.6,5.8,41.7,58.3,0.3781,97.0,1.2,98.1,11.8333333315,,
24033800403,"Census Tract 8004.03, Prince George's County, Maryland",13.3,38.0,47.1,8.8,14.67,7.5,1.0,46.5,53.5,0.4172,97.5,2.6,95.6,12.75,,
24033802203,"Census Tract 8022.03, Prince George's County, Maryland",13.2,90.7,2.4,5.4,39.24,18.0,6.0,52.7,47.3,0.4085,91.0,9.4,79.2,13.0,,
24033802408,"Census Tract 8024.08, Prince George's County, Maryland",12.8,86.9,3.2,8.1,15.54,10.5,11.4,43.6,56.4,0.4022,92.4,20.1,74.4,10.3333333335,,
24033803606,"Census Tract 8036.06, Prince George's County, Maryland",13.2,48.6,6.4,38.3,27.8,9.9,16.9,54.6,45.4,0.3596,78.1,2.0,88.8,13.166666665000001,,
24033801209,"Census Tract 8012.09, Prince George's County, Maryland",12.1,81.4,7.0,5.8,18.84,4.8,4.9,50.0,50.0,0.3548,97.0,1.1,96.3,4.75,,
24033801406,"Census Tract 8014.06, Prince George's County, Maryland",12.7,89.8,2.4,4.2,20.09,8.6,4.0,49.2,50.8,0.2774,95.4,3.9,92.8,6.0,,
24033801411,"Census Tract 8014.11, Prince George's County, Maryland",11.4,56.5,3.0,23.3,18.49,14.0,7.2,47.0,53.0,0.3131,92.9,2.2,86.4,12.25,,
24033801311,"Census Tract 8013.11, Prince George's County, Maryland",12.1,77.1,7.7,5.1,10.82,4.5,1.6,45.3,54.7,0.3195,92.6,0.6,93.5,3.833333333,,
24033803401,"Census Tract 8034.01, Prince George's County, Maryland",13.9,61.0,0.0,38.5,27.29,8.4,13.9,56.8,43.2,0.3578,64.4,10.0,91.7,13.0,,
24033800519,"Census Tract 8005.19, Prince George's County, Maryland",12.9,63.7,19.7,5.9,22.57,1.5,2.5,47.5,52.5,0.3457,92.4,4.4,97.5,9.333333333,,
24033801908,"Census Tract 8019.08, Prince George's County, Maryland",13.5,93.2,0.6,3.5,33.05,5.6,10.0,42.6,57.4,0.2978,86.7,13.1,77.6,12.333333334999999,,
24033802803,"Census Tract 8028.03, Prince George's County, Maryland",13.2,90.6,1.6,6.1,22.05,11.9,11.4,45.3,54.7,0.4137,87.4,14.7,81.0,8.833333334999999,,
24033803525,"Census Tract 8035.25, Prince George's County, Maryland",13.5,97.4,0.4,1.2,19.64,11.5,7.3,40.6,59.4,0.4085,94.2,6.4,89.3,14.0,,
24033800800,"Census Tract 8008, Prince George's County, Maryland",13.9,30.2,52.3,9.3,12.99,6.7,8.4,54.0,46.0,0.3906,94.6,2.3,83.6,3.333333333,,
24033806800,"Census Tract 8068, Prince George's County, Maryland",13.9,11.2,45.4,30.0,22.91,4.7,13.7,51.7,48.3,0.3594,83.2,1.5,89.3,13.33333333,,
24033806712,"Census Tract 8067.12, Prince George's County, Maryland",12.8,68.7,10.9,8.5,13.39,4.4,3.5,42.6,57.4,0.3699,94.9,8.1,92.8,13.916666665000001,,
24033804700,"Census Tract 8047, Prince George's County, Maryland",13.4,32.2,37.6,25.9,20.47,6.3,8.0,42.9,57.1,0.3927,83.3,19.8,83.3,15.16666667,,
24033807102,"Census Tract 8071.02, Prince George's County, Maryland",14.9,16.3,51.4,24.9,8.61,13.9,8.7,53.6,46.4,0.3922,78.6,5.8,88.0,14.41666667,,
24033804801,"Census Tract 8048.01, Prince George's County, Maryland",14.3,55.2,2.6,34.2,14.62,15.7,13.2,50.1,49.9,0.3381,78.4,24.2,86.3,12.416666665000001,,
24033806713,"Census Tract 8067.13, Prince George's County, Maryland",14.2,63.1,3.1,32.7,33.59,11.8,18.0,48.9,51.1,0.3686,79.8,12.4,91.6,13.916666670000001,,
24033805801,"Census Tract 8058.01, Prince George's County, Maryland",13.6,28.1,2.3,64.7,17.67,8.2,21.7,51.3,48.7,0.3571,59.3,5.7,87.7,14.08333333,,
24033804101,"Census Tract 8041.01, Prince George's County, Maryland",14.0,56.8,15.5,18.4,13.44,5.5,10.3,46.8,53.2,0.4187,79.1,9.1,84.9,10.166666665000001,,
24033805601,"Census Tract 8056.01, Prince George's County, Maryland",16.2,3.5,0.0,95.5,50.5,25.7,55.1,59.0,41.0,0.3389,25.2,31.8,74.5,15.33333333,,
24033804400,"Census Tract 8044, Prince George's County, Maryland",13.3,33.7,12.0,42.9,33.69,8.0,15.2,52.5,47.5,0.4369,73.7,13.3,77.6,15.0,,
24033807404,"Census Tract 8074.04, Prince George's County, Maryland",13.6,25.4,22.5,40.0,19.53,7.8,21.1,51.0,49.0,0.3604,82.2,1.2,92.1,12.83333333,,
24033803900,"Census Tract 8039, Prince George's County, Maryland",14.2,18.1,5.0,75.3,24.23,8.4,35.4,57.4,42.6,0.3872,58.1,7.4,73.9,14.66666667,,
24033803700,"Census Tract 8037, Prince George's County, Maryland",14.1,31.4,9.1,52.1,22.83,10.9,13.2,53.2,46.8,0.375,70.8,4.6,86.1,12.41666667,,
24033806000,"Census Tract 8060, Prince George's County, Maryland",14.2,20.8,11.7,58.5,17.8,8.1,21.1,53.7,46.3,0.3537,66.4,12.3,89.4,15.5,,
24033803612,"Census Tract 8036.12, Prince George's County, Maryland",14.6,65.1,3.9,29.0,25.65,6.1,12.9,51.5,48.5,0.3591,76.2,20.1,73.3,15.166666665,,
24033806710,"Census Tract 8067.10, Prince George's County, Maryland",12.1,58.4,14.5,4.1,17.44,11.1,5.3,44.1,55.9,0.3792,99.0,4.9,90.4,15.5,,
24033806501,"Census Tract 8065.01, Prince George's County, Maryland",14.8,18.0,13.7,65.1,26.97,11.5,33.1,55.6,44.4,0.3768,56.4,14.2,76.0,14.83333333,,
24033803608,"Census Tract 8036.08, Prince George's County, Maryland",12.6,54.5,7.8,33.0,15.76,5.7,12.3,50.4,49.6,0.4058,84.5,4.7,87.2,13.416666665000001,,
24033807301,"Census Tract 8073.01, Prince George's County, Maryland",12.4,38.8,20.3,21.5,20.69,15.9,8.2,53.9,46.1,0.426,91.3,9.5,91.3,7.3333333335,,
24033805201,"Census Tract 8052.01, Prince George's County, Maryland",13.9,42.0,0.6,55.3,38.02,17.6,24.9,45.6,54.4,0.4104,69.6,16.8,83.0,14.66666667,,
24033805909,"Census Tract 8059.09, Prince George's County, Maryland",13.3,49.4,15.8,23.4,23.05,9.6,13.6,54.3,45.7,0.3607,86.9,21.5,91.1,10.833333334999999,,
24033804200,"Census Tract 8042, Prince George's County, Maryland",12.2,27.9,58.1,4.2,21.09,3.5,2.0,45.7,54.3,0.2867,98.5,5.3,96.0,13.33333333,,
24033806706,"Census Tract 8067.06, Prince George's County, Maryland",12.8,53.8,17.3,15.1,31.64,6.3,13.4,47.6,52.4,0.3525,88.9,4.4,89.6,9.166666667,,
24033806200,"Census Tract 8062, Prince George's County, Maryland",13.8,33.8,45.0,13.0,21.31,9.3,3.6,46.7,53.3,0.395,91.5,13.5,90.9,13.33333333,,
24033805904,"Census Tract 8059.04, Prince George's County, Maryland",12.4,24.7,19.6,49.2,20.62,7.1,19.3,52.5,47.5,0.3499,76.4,3.4,92.8,13.0,,
24033807408,"Census Tract 8074.08, Prince George's County, Maryland",12.9,33.5,38.6,13.5,15.42,4.4,6.3,47.3,52.7,0.3248,95.5,0.3,94.9,10.83333333,,
24033806601,"Census Tract 8066.01, Prince George's County, Maryland",14.7,26.9,2.9,69.9,46.8,12.6,32.8,51.6,48.4,0.3877,54.4,21.8,67.3,15.33333333,,
24033805500,"Census Tract 8055, Prince George's County, Maryland",14.7,22.2,4.4,68.6,40.2,18.0,30.2,53.5,46.5,0.5071,56.8,28.6,74.5,14.916666665000001,,
24033804802,"Census Tract 8048.02, Prince George's County, Maryland",13.9,40.1,1.0,55.0,34.71,6.0,26.2,52.5,47.5,0.292,61.5,37.4,66.0,12.75,,
24033805000,"Census Tract 8050, Prince George's County, Maryland",12.8,53.8,5.8,38.4,24.3,7.6,17.6,49.6,50.4,0.381,80.7,23.0,79.7,15.66666667,,
24033804300,"Census Tract 8043, Prince George's County, Maryland",13.6,58.8,3.8,32.0,20.56,16.2,19.0,52.4,47.6,0.4274,76.6,23.3,73.0,13.416666665000001,,
24033803803,"Census Tract 8038.03, Prince George's County, Maryland",14.0,29.7,3.6,64.1,26.63,8.5,17.4,53.5,46.5,0.3371,73.1,2.3,83.2,12.16666667,,
24033804600,"Census Tract 8046, Prince George's County, Maryland",14.0,28.4,14.8,51.8,27.96,10.9,17.3,51.1,48.9,0.391,75.5,6.1,87.8,17.166666665,,
24033807405,"Census Tract 8074.05, Prince George's County, Maryland",13.7,22.1,32.7,29.4,13.04,8.7,6.8,47.3,52.7,0.3198,89.5,3.4,84.8,11.33333333,,
24033807407,"Census Tract 8074.07, Prince George's County, Maryland",11.8,54.1,13.3,16.4,16.25,5.0,11.2,46.5,53.5,0.3955,86.9,8.1,91.8,12.33333333,,
24033804002,"Census Tract 8040.02, Prince George's County, Maryland",13.3,41.5,8.5,47.6,37.74,7.3,12.3,47.4,52.6,0.4641,80.8,9.2,80.3,16.5,,
24033805700,"Census Tract 8057, Prince George's County, Maryland",14.3,22.2,4.5,67.5,24.76,15.1,25.0,54.0,46.0,0.3821,58.8,8.0,85.7,12.83333333,,
24033806714,"Census Tract 8067.14, Prince George's County, Maryland",14.6,43.4,9.5,36.4,15.55,16.0,25.7,50.9,49.1,0.4047,78.9,16.2,84.5,12.333333334999999,,
24033805101,"Census Tract 8051.01, Prince George's County, Maryland",14.5,15.2,3.5,73.8,26.94,10.4,25.4,48.8,51.2,0.3435,55.1,17.9,75.0,13.666666665000001,,
24033803613,"Census Tract 8036.13, Prince George's County, Maryland",14.2,73.1,4.4,20.7,28.27,13.6,17.1,44.8,55.2,0.3672,81.3,22.6,79.7,11.66666667,,
24033806711,"Census Tract 8067.11, Prince George's County, Maryland",13.3,73.4,5.6,16.1,24.09,7.3,19.0,42.0,58.0,0.3687,89.3,12.0,88.1,13.16666667,,
24033806400,"Census Tract 8064, Prince George's County, Maryland",13.7,10.4,62.0,10.1,18.82,11.5,5.2,52.4,47.6,0.4348,94.3,7.1,94.3,11.66666667,,
24033804001,"Census Tract 8040.01, Prince George's County, Maryland",14.5,77.8,2.3,17.9,36.14,18.2,11.3,42.5,57.5,0.4262,84.3,26.2,80.6,10.66666667,,
24033806100,"Census Tract 8061, Prince George's County, Maryland",14.2,25.6,31.0,36.9,17.04,15.8,10.4,50.1,49.9,0.3948,81.8,6.5,93.4,14.0,,
24033806900,"Census Tract 8069, Prince George's County, Maryland",14.8,11.3,32.0,42.4,18.89,10.5,12.8,54.0,46.0,0.3845,72.3,2.7,90.8,12.16666667,,
24033807305,"Census Tract 8073.05, Prince George's County, Maryland",12.8,39.3,8.8,45.6,18.02,5.7,13.1,57.7,42.3,0.3241,77.2,4.9,95.5,10.58333333,,
24033804102,"Census Tract 8041.02, Prince George's County, Maryland",13.4,61.1,4.3,31.4,13.58,5.5,13.7,49.7,50.3,0.3741,79.6,6.8,79.4,15.16666667,,
24033803610,"Census Tract 8036.10, Prince George's County, Maryland",12.9,54.5,8.0,32.1,14.39,3.0,15.0,58.8,41.2,0.3934,83.1,6.4,89.7,12.8333333315,,
24033806300,"Census Tract 8063, Prince George's County, Maryland",14.0,32.2,21.7,36.2,10.76,6.4,11.2,44.9,55.1,0.3886,79.6,4.5,83.5,14.583333334999999,,
24033804900,"Census Tract 8049, Prince George's County, Maryland",12.8,56.8,7.2,28.3,33.12,7.2,20.2,44.5,55.5,0.4455,76.1,16.3,78.3,14.66666667,,
24033805908,"Census Tract 8059.08, Prince George's County, Maryland",14.3,47.8,4.8,33.3,25.81,14.5,25.9,51.0,49.0,0.3534,83.2,23.9,92.2,15.083333334999999,,
24033805906,"Census Tract 8059.06, Prince George's County, Maryland",15.0,32.4,4.5,59.9,30.88,21.5,27.4,55.4,44.6,0.3816,67.2,15.9,83.8,11.41666667,,
24033806708,"Census Tract 8067.08, Prince George's County, Maryland",13.2,30.1,53.6,5.9,15.26,5.2,7.0,43.9,56.1,0.4241,92.5,12.0,90.7,14.0,,
24033805907,"Census Tract 8059.07, Prince George's County, Maryland",14.7,47.1,2.9,48.2,14.03,17.1,26.6,50.5,49.5,0.3499,69.6,16.7,83.7,7.333333333,,
24033805602,"Census Tract 8056.02, Prince George's County, Maryland",15.4,5.4,1.2,92.0,37.66,20.0,56.1,64.6,35.4,0.3104,18.3,19.0,80.3,9.9999999985,,
24033807409,"Census Tract 8074.09, Prince George's County, Maryland",13.4,40.0,11.6,35.7,30.05,12.9,16.6,46.7,53.3,0.3579,78.6,11.5,89.4,12.166666665000001,,
24033803801,"Census Tract 8038.01, Prince George's County, Maryland",14.1,39.3,6.5,52.2,17.98,4.5,18.8,50.6,49.4,0.305,60.3,6.8,81.2,15.0,,
24033807000,"Census Tract 8070, Prince George's County, Maryland",15.6,24.5,42.2,8.7,23.99,34.6,12.0,48.2,51.8,0.619,89.8,29.1,75.1,15.0,,
24033807410,"Census Tract 8074.10, Prince George's County, Maryland",13.0,41.4,22.5,28.5,40.06,19.2,8.7,43.4,56.6,0.4167,90.0,26.2,68.0,10.833333334999999,,
24033806602,"Census Tract 8066.02, Prince George's County, Maryland",15.0,33.7,13.1,39.1,31.92,13.0,20.6,50.0,50.0,0.3919,54.2,11.8,79.2,12.33333333,,
24033805202,"Census Tract 8052.02, Prince George's County, Maryland",13.1,72.2,4.1,20.8,14.94,15.8,25.7,54.2,45.8,0.3811,80.3,11.7,91.0,14.16666667,,
24033805802,"Census Tract 8058.02, Prince George's County, Maryland",14.3,18.5,2.6,71.2,23.76,13.7,29.2,51.8,48.2,0.3636,52.7,12.4,88.6,12.16666667,,
24033807200,"Census Tract 8072, Prince George's County, Maryland",20.6,14.4,57.7,7.9,24.74,54.7,0.9,51.1,48.9,0.5521,93.0,13.9,82.0,15.083333335,,
24033807304,"Census Tract 8073.04, Prince George's County, Maryland",12.9,21.8,13.1,55.6,14.25,6.7,10.6,57.0,43.0,0.3483,72.3,3.0,93.0,11.5,,
